full_entree,radical,prefixe,suffixe,type,forme,nb_variants,variants,categorie,nb_trads_fr,trads_fr,nb_trads_en,trads_en,nb_ex_fr,ex_fr,nb_ex_en,ex_en,audio,class_info,nb_conjugaisons,conjugaisons,dictionnaire
etúŋ,etúŋ,,,,simple,1,,Nom,1,travail,0,,0,,0,,non,non,0,,ejagham-francais
ewɔŋo,ewɔŋo,,,eja,simple,1,,Adjectif,1,jeune,0,,0,,0,,non,non,0,,ejagham-francais
ewɔ́ŋo,ewɔ́ŋo,,,,simple,1,,Nom,1,jeune,0,,0,,0,,non,non,0,,ejagham-francais
e-wúƔ-ú,e-wúƔ-ú,,,,simple,1,,Verbe,1,boire,0,,0,,0,,non,non,0,,ejagham-francais
eƴə̂t,eƴə̂t,,,,simple,1,,Nom,1,l 'oeil,0,,0,,0,,non,non,0,,ejagham-francais
e-zɛ̀m-ɛ́,e-zɛ̀m-ɛ́,,,,simple,1,,Verbe,1,semer,0,,0,,0,,non,non,0,,ejagham-francais
èzɔ̀k,èzɔ̀k,,,,simple,1,,Nom,1,bruit,0,,0,,0,,non,non,0,,ejagham-francais
èzɔ̀k,èzɔ̀k,,,,simple,1,,Nom,1,le bruit,0,,0,,0,,non,non,0,,ejagham-francais
fʉ̌,fʉ̌,,,,simple,1,,Verbe,1,récolter,0,,0,,0,,non,non,0,,ejagham-francais
fè,fè,,,,simple,1,,Nom,1,l avocat,0,,0,,0,,non,non,0,,ejagham-francais
fé,fé,,,,simple,1,,Nom,1,la bouche,0,,0,,0,,non,non,0,,ejagham-francais
fè,fè,,,,simple,1,,Nom,1,l' avocat,0,,0,,0,,non,non,0,,ejagham-francais
fəbhé,fəbhé,,,,simple,1,,Verbe,1,voler,0,,0,,0,,non,non,0,,ejagham-francais
fək,fək,,,,simple,1,,Nom,1,le ventillateur,0,,0,,0,,non,non,0,,ejagham-francais
fláwa,fláwa,,,,simple,1,,Nom,1,fleure,0,,0,,0,,non,non,0,,ejagham-francais
fláwà,fláwà,,,,simple,1,,Nom,1,la fleure,0,,0,,0,,non,non,0,,ejagham-francais
fóŋé,fóŋé,,,,simple,1,,Verbe,1,ressembler,0,,0,,0,,non,non,0,,ejagham-francais
efɔ́ɔ́,fɔ́ɔ́,e,,,simple,1,,Verbe,1,essuyer,0,,0,,0,,non,non,0,,ejagham-francais
fúbɛ̂,fúbɛ̂,,,,simple,1,,Adjectif,1,rechauffer,0,,1,ɔ̀-fúb(ɛ́)-á <--> Tu dois rechauffer,0,,non,non,0,,ejagham-francais
gáè,gáè,,,,simple,1,,Verbe,1,mesurer,0,,0,,0,,non,non,0,,ejagham-francais
gòm,gòm,,,,simple,1,,Verbe,1,payer,0,,0,,0,,non,non,0,,ejagham-francais
bigómè,gómè,bi,,,simple,1,,Nom,1,les plantains,0,,0,,0,,non,non,0,,ejagham-francais
gùré,gùré,,,,simple,1,,Verbe,1,vendre,0,,0,,0,,non,non,0,,ejagham-francais
gùré,gùré,,,,simple,1,,Verbe,1,vendre,0,,0,,0,,non,non,0,,ejagham-francais
gwâ,gwâ,,,,simple,1,,Verbe,1,casser,0,,0,,0,,non,non,0,,ejagham-francais
bigwé,gwé,bi,,,simple,1,,Nom,1,les montagnes,0,,0,,0,,non,non,0,,ejagham-francais
gyiné,gyiné,,,,simple,1,,Verbe,1,oublier,0,,0,,0,,non,non,0,,ejagham-francais
inón,inón,,,,simple,1,,Nom,1,oiseau,0,,0,,0,,non,non,0,,ejagham-francais
ìrùk,ìrùk,,,,simple,1,,Nom,1,racine,0,,0,,0,,non,non,0,,ejagham-francais
isamé,isamé,,,,simple,1,,Nom,1,le père,0,,0,,0,,non,non,0,,ejagham-francais
isamé,isamé,,,,simple,1,,Nom,1,père,0,,0,,0,,non,non,0,,ejagham-francais
mbɑ̌ɑ̌nshì,bɑ̌ɑ̌,m,nshì,fe,simple,2,físì,Nom,1,poisson,0,,1,mbɑ̌ɑ̌nshì yə̄ə̄ ntām nshì béé <--> Les poissons abondent dans cette eau,0,,non,non,0,,feefee-français
mbɑ́',bɑ́',m,,fe,simple,1,,Verbe,1,"répendre, renverser, rendre, rembourser, se venger, riposter",0,,1,pɑ̌' mvʉ̀'nkɑ̄ɑ̄ mbú à <--> Rembourse-moi le reste d'argent,0,,non,non,1,passé : pɑ̌',feefee-français
mbɑ̀ɑ̀,bɑ̀ɑ̀,m,,,simple,1,,Nom,1,viande,0,,1,mbɑ̀ɑ̀ béé tén nkɑ̀ɑ̀ <--> cette viande a coûté cher,0,,non,non,0,,feefee-français
mbʉ̄ʉ̄,bʉ̄ʉ̄,m,,fe,simple,1,,Nom,1,craie,0,,1,mbʉ̄ʉ̄ nsìèsì mīē <--> la craie du maître est finie,0,,non,non,0,,feefee-français
mbʉ̄ɑ̄',bʉ̄ɑ̄',m,,fe,simple,1,,Verbe,1,briser,0,,1,ǎ mbʉ̄ɑ̄' nswīàmōh <--> Il a brisé les allumettes,0,,non,non,1,passé : mbʉ̄ɑ̄',feefee-français
mbʉ̄ɑ̄ɑ̄,bʉ̄ɑ̄ɑ̄,m,,fe,simple,1,,Verbe,1,"attendre, patienter",0,,1,ngɑ̌ yá' bʉ̄ɑ̄ɑ̄ tɑ̀ <--> J'ai déjà trop patienté,0,,non,non,1,passé : bʉ̄ɑ̄ɑ̄,feefee-français
bǎ,bǎ,,,fe,simple,1,,Adjectif,1,"ce, cela, voilà",0,,2,hā nshʉ̀ʉ̀ bǎ lè <--> donne moi ce bâton-là@@@pè'è bǎ ták <--> cette maison est inclinée,0,,non,non,0,,feefee-français
mbà',bà',m,,fe,simple,1,,Nom,1,amande,0,,1,pèn ìnjwēn mbà' yēē <--> Vous pairez votre amande,0,,non,non,0,,feefee-français
bǎ,bǎ,,,,simple,1,,Adjectif,1,"ce, cela, celui-là, voilà",0,,1,hā yÌ bǎ mbúà <--> donne moi celui-là,0,,non,non,0,,feefee-français
mbāāsí,bāāsí,m,,fe,simple,1,,Verbe,1,flatter,0,,1,ngɑ̌ pāāsí mʉ̀nzhwīē zā nɑ́ nzɑ́ wúzɑ̄ <--> J'ai flatté ma sœur pour qu'elle mange la nourriture,0,,non,non,1,passé-composé : pāāsí,feefee-français
mbàk,bàk,m,,fe,simple,1,,Nom,1,pluie,0,,1,mbàk kɑ̀zɑ́' wāhā <--> Il est tombé sur une forte pluie hier,0,,non,non,0,,feefee-français
mbǎ'lòh,bǎ'lòh,m,,fe,simple,1,,Nom,1,caillou,0,,1,mbǎ'lòh kòmfí' pūh <--> Le caillou descend du ciel,0,,non,non,0,,feefee-français
mbǎ'ntām,bǎ'ntām,m,,fe,simple,2,mbǎ'ntāb,Nom,1,coeur,0,,1,mbǎ'ntām zá kònjá' <--> J'ai mal au coeur,0,,non,non,0,,feefee-français
mbē,bē,m,,fe,simple,1,,Verbe,1,incliner,0,,1,fʉ̀ bē mbì mʉ̀ <--> le roi s'est incliné devant moi,0,,non,non,1,passé-composé : bē,feefee-français
béè,béè,,,fe,simple,3,bàá@@@bíì,Adjectif,1,ces,0,,1,ndhī lěnpūh bàá <--> ces habits bleu,0,,non,non,0,,feefee-français
mbə̄ə̄sī,bə̄ə̄sī,m,,fe,simple,1,,Verbe,1,agrafer,0,,1,cīcō'ò Ǹ sì mɑ̄nzhī bə̄ə̄sī ncə̀ə̀ <--> S'il te plaît je ne sais pas agrafer le papier,0,,non,non,1,infinitif : mbə̄ə̄sī,feefee-français
mbēh,bēh,m,,fe,simple,1,,Verbe,1,éteindre,0,,1,pèn pēh lámbò <--> Eteignez la lampe,0,,non,non,1,impératif : pēh,feefee-français
mbēh nā,bēh nā,m,,fe,simple,1,,Verbe,1,se pencher,0,,1,mbēh nā ō nkɑ̀ndàk <--> Penche toi à droit,0,,non,non,1,impératif : mbēh nā,feefee-français
mbēhsīē,bēhsīē,m,,fe,simple,1,,Verbe,1,baisser,0,,1,ngɑ̌ lɑ̀ndēn mbú ī mbēhsīē tū ī <--> Je lui avait dit de baisser la tête,0,,non,non,1,infinitif : mbēhsīē,feefee-français
mbéhsīē,béhsīē,m,,fe,simple,2,mfī',Verbe,1,abaisser,0,,1,béhsīē làk lɑ̄ <--> abaisse la chaise là,0,,non,non,1,impératif : béhsīē,feefee-français
mbēmbēn,bēmbēn,m,,fe,simple,1,,Nom,1,"cafrad, blatte",0,,1,ngōh yīī mbēmbēn <--> Le perroquet a vu le cafard,0,,non,non,0,,feefee-français
mbè'mfɑ̀',bè'mfɑ̀',m,,fe,simple,1,,Nom,1,chef-d'oeuvre,0,,1,mbèè zí mɑ̄ mbè'mfɑ̀' <--> Sa maison est un chef-d'oeuvre,0,,non,non,0,,feefee-français
mbēn,bēn,m,,fe,simple,1,,Nom,1,seins,0,,0,,0,,non,non,0,,feefee-français
mbèn,bèn,m,,fe,simple,1,,Nom,1,les seins,0,,1,mbèn mɑ̄ɑ̄ sì mʉ̄ntōm <--> Leurs seins ne coulent pas,0,,non,non,0,,feefee-français
mbə̀'ntū,bə̀'ntū,m,,fe,simple,1,,Nom,1,généreux,0,,1,sēn ā mɑ̄ mbə̀'ntū <--> Mon ami est généreux,0,,non,non,0,,feefee-français
mbhì,bhì,m,,fe,simple,1,,Adverbe,1,devant,0,,1,ngɑ̌ mɑ̄ mbhì nzhìndʉ̄ɑ̄ <--> Je suis devant la porte,0,,non,non,0,,feefee-français
mbī',bī',m,,de,simple,1,,Verbe,1,raconter,0,,1,ngɑ̌ kòmbī' cwè' <--> Je raconte les histoires,0,,non,non,1,présnt-ind : kòmbī',feefee-français
mbīɑ̄,bīɑ̄,m,,fe,simple,2,mbʉ̄ɑ̄,Verbe,1,abriter,0,,1,gén mbīɑ̄ mōō nɑ̄ mbàk <--> Va abriter l'enfant de la pluie,0,,non,non,1,infinitif : mbīɑ̄,feefee-français
mbìà,bìà,m,,fe,simple,2,lò',Nom,1,anomalie,0,,1,mbìà mɑ̄ ntām nsì <--> L'anomalie est dans le sang,0,,non,non,0,,feefee-français
mbīē,bīē,m,,fe,simple,1,,Verbe,1,perdre,0,,1,khǐ zí pīē <--> Sa clé est perdu,0,,non,non,1,passé : pīē,feefee-français
mbīē',bīē',m,,fe,simple,1,,Verbe,1,natter,0,,1,ngòò zā nzhī ná mbīē' <--> ma fille sait natter,0,,non,non,1,infinitf : mbīē',feefee-français
mbìyā',bìyā',m,,fe,simple,1,,Nom,1,arachide,0,,1,pɑ̀h mfāt mbìyā' ntéé <--> Nous avons mangé les arachides au marché,0,,non,non,0,,feefee-français
mbīɑ̀ɑ̀zzʉ̀',bīɑ̀ɑ̀zzʉ̀',m,,fe,simple,1,,Nom,1,gardien,0,,1,wènòk béé mɑ̄ mbīɑ̀ɑ̀zzʉ̀' mbèè zā <--> cet homme est le gardien de ma maison,0,,non,non,0,,feefee-français
mbɑ̄'ndāmɑ̀,bɑ̄'ndāmɑ̀,m,,fe,simple,1,,Nom,1,grand-père,0,,1,mbɑ̄'ndāmɑ̀ mɑ̄ngə́ə́ ntām flàŋsī <--> Mon grand-père parle le français,0,,non,non,0,,feefee-français
mbʉ̀ɑ̀ndù',bʉ̀ɑ̀ndù',m,,fe,simple,1,,Adjectif,1,ivre,0,,1,à mɑ̄ mbʉ̀ɑ̀ndù' <--> Il est ivre,0,,non,non,0,,feefee-français
mbʉ̄ɑ̀ndù',bʉ̄ɑ̀ndù',m,,fe,simple,1,,Nom,1,alcoolique,0,,1,sēn ó mɑ́ mbʉ̄ɑ̀ndù' <--> Ton ami est un alcoolique,0,,non,non,0,,feefee-français
mbʉ̄ɑ̄nzɑ̌,bʉ̄ɑ̄nzɑ̌,m,,fe,simple,1,,Nom,1,soir,0,,1,pǎh ìnsɑ̀' mbʉ̄ɑ̄nzɑ̌ <--> Nous viendrons le soir,0,,non,non,0,,feefee-français
mbō,bō,m,,fe,simple,1,,Nom,1,les mains,0,,0,,0,,non,non,0,,feefee-français
mbók,bók,m,,fe,simple,1,,Nom,1,pauvre,0,,1,mbók kònzɑ́ pə̀' <--> Le pauvre mange bien,0,,non,non,0,,feefee-français
mbōk,bōk,m,,fe,simple,1,,Nom,1,trou,0,,1,nkhù mó ntām mbōk <--> Tes pieds sont dans le trou,0,,non,non,0,,feefee-français
mbókndʉ̄ɑ̄,bókndʉ̄ɑ̄,m,,fe,simple,1,,Nom,1,fenêtre,0,,1,mbókndʉ̄ɑ̄ ndʉ̄ɑ̄ ā kòncō' <--> La fenêtre de ma chambre est ouverte,0,,non,non,0,,feefee-français
mbòktèn,bòktèn,m,,fe,simple,1,,Nom,1,anus,0,,1,mbòktèn nó mɑ̄ ndáp <--> Tes fesses sentent,0,,non,non,0,,feefee-français
mbǒ'nkhù,bǒ'nkhù,m,,fe,simple,1,,Nom,1,"match, football",0,,1,mbǒ'nkhù yá' ntó' <--> Le match a déjà commencé,0,,non,non,0,,feefee-français
mbónzɑ̀',bónzɑ̀',m,,fe,simple,2,kwā',Nom,1,bracelet,0,,1,kwā' mɑ̄ pō ī <--> Elle a un bracelet sur le bras,0,,non,non,0,,feefee-français
mbōō,bōō,m,,fe,simple,2,nkwāt,Verbe,1,"construire, bâtir",0,,1,mbôôpè'è mbōō ntɑ̀ɑ̀ <--> Le maçon a bâti une case,0,,non,non,1,passé : mbōō,feefee-français
mbôôpè'è,bôôpè'è,m,,fe,simple,1,,Nom,1,maçon,0,,1,mbôôpè'è mbōō mbèè zí <--> Le maçon a construit sa maison,0,,non,non,0,,feefee-français
mbʉ́ɑ́ pə̀',bʉ́ɑ́ pə̀',m,,fe,simple,1,,Nom,1,beauté,0,,1,mbʉ́ɑ́ pə̀' yə̄ə̄ ndōm ā <--> J'ai beaucoup de beauté,0,,non,non,0,,feefee-français
mbɑ̄psī,bɑ̄psī,m,,fe,simple,1,,Verbe,1,"abîmer, gâter",0,,1,mōō bɑ̄psī nkhǔkèn <--> L'enfant a abîmé le téléphone,0,,non,non,1,passé : bɑ̄psī,feefee-français
mbūɑ̄,būɑ̄,m,,fe,simple,1,,Verbe,1,se fatiguer,0,,1,pɑ̀h ìmbūɑ̄ wá' <--> ils se fatigueront tous,0,,non,non,1,future : ìmbūɑ̄,feefee-français
mbù',bù',m,,fe,simple,2,mɑ̄nzhì,Nom,1,adresse,0,,1,Ǹ sì nzhī mbù' zó <--> Je ne connaît pas ton adresse,0,,non,non,0,,feefee-français
mbúánì,búánì,m,,fe,simple,1,,Nom,1,paix,0,,1,ŋgɑ̀ nzɑ́h mbúánì <--> Je reclame la paix,0,,non,non,0,,feefee-français
mbūānì,būānì,m,,fe,simple,1,,Nom,1,bonheur,0,,1,ngɑ̌ nsī ntām mbūānì <--> Je vis dans le bonheur,0,,non,non,0,,feefee-français
mbūātàp,būātàp,m,,fe,simple,1,,Adjectif,1,être tendre,0,,1,ŋgɑ̀ mɑ̀ tɑ̀' mbūātàp wèn <--> Je suis une personne tendre,0,,non,non,0,,feefee-français
mbū'mbō,bū'mbō,m,,fe,simple,3,nzápmbō@@@nŋāmsī,Verbe,1,appalaudir,0,,1,mbɑ̄' zápmbō mbī'tūmɑ́ ngɑ̌ ntǒ làksì <--> Mon père a applaudi parce que j'ai réussi l'examen,0,,non,non,1,passé : zápmbō,feefee-français
mbû'nshì,bû'nshì,m,,fe,simple,3,nnìɑ̀ɑ̀nshì@@@njɔ̀nshì,Nom,1,musicien,0,,1,sēn ā mɑ̄ mbû'nshì <--> Mon ami est un musicien,0,,non,non,0,,feefee-français
mbūɑ̄sí,būɑ̄sí,m,,fe,simple,2,nhwīēsī,Verbe,1,se reposer,0,,1,pǎh ìmbūɑ̄sí séè <--> On se reposera ivi,0,,non,non,1,futur : ìmbūɑ̄sí,feefee-français
mbūɑ̄sī,būɑ̄sī,m,,fe,simple,1,,Verbe,1,adoucir,0,,1,mbɑ̄' á būɑ̄sī yá'nthʉ̄ zí <--> Mon père a adouci sa colère,0,,non,non,1,passé : būɑ̄sī,feefee-français
mbù'tō',bù'tō',m,,fe,simple,1,,Nom,1,armoire,0,,1,mbù'tō' yōh mɑ̄ yə̄ə̄ <--> Notre armoire est grande,0,,non,non,0,,feefee-français
mbɑ̀wɑ̀lɑ̀,bɑ̀wɑ̀lɑ̀,m,,fe,simple,1,,Nom,1,tout le monde,0,,1,mbɑ̀wɑ̀lɑ̀ kòndīē̄ <--> Tout le monde dort,0,,non,non,0,,feefee-français
cɑ̀'sí,cɑ̀',,sí,fe,simple,1,,Nom,1,salutation,0,,1,mbè' cɑ̀'sí mbí pèn <--> bonne salutation à vous,0,,non,non,0,,feefee-français
ncɑ̄ɑ̄,cɑ̄ɑ̄,n,,fe,simple,1,,Verbe,1,filtrer,0,,1,pǒ ncɑ̄ɑ̄ nshì mɑ̄ lāhā? <--> on filtre l'eau comment?,0,,non,non,1,present-ind : ncɑ̄ɑ̄,feefee-français
cǎ',cǎ',,,fe,simple,1,,Adjectif,1,"vieux, usé, dégradé",0,,1,ǎ mɑ̀ cǎ' ndhī <--> c’est un vieux vêtement,0,,non,non,0,,feefee-français
ncáb,cáb,n,,fe,simple,1,,Verbe,1,"cogner, battre",0,,1,ndʉ́' càb ī <--> la voiture l'a cogné,0,,non,non,1,passé : càb,feefee-français
ncáh,cáh,n,,fe,simple,1,,Verbe,1,envoyer,0,,1,kɑ̀ pèn ncáh mbú ì? <--> Que l'avez vous envoyé?,0,,non,non,1,passé : ncáh,feefee-français
càh,càh,,,fe,simple,1,,Adverbe,1,"milieu, droit",0,,1,yáá càh nshì <--> C'est au milieu de l'eau,0,,non,non,0,,feefee-français
cákmvàk,cák,,mvàk,fe,simple,1,,Nom,1,problème,0,,1,cákmvàk béé tèn tɑ̀' <--> ce problème est très difficile,0,,non,non,0,,feefee-français
càk,càk,,,,simple,1,,Nom,1,marmite,0,,1,ngén ndáh càk <--> Va prendre la marmite.,0,,non,non,0,,feefee-français
ncākncà',cākncà',n,,fe,simple,1,,Verbe,1,"attaquer, provoquer",0,,1,"ngɑ̌ cākncà' mvʉ̄ɑ̄, ǎ nshū' ā <--> J'ai attaqué le chien, il m'a mordu",0,,non,non,1,passé : cākncà',feefee-français
ncâkngà',câkngà',n,,fe,simple,1,,Nom,1,chercheur,0,,1,ngà'wɑ̀nì mɑ̄ ncâkngà' <--> Les étudiants sont des chercheurs,0,,non,non,0,,feefee-français
cām,cām,,,fe,simple,2,cāb,Adverbe,1,fois,0,,1,ǎ mɑ̄ ntūmbhì cām ngɑ̄ mɑ̄ lɛ̄ nɑ̄ ō <--> c'est la première fois que je te parle,0,,non,non,0,,feefee-français
cámpè'è,cámpè'è,,,fe,simple,1,,Nom,1,appartement,0,,1,ǎ ndōō cámpè'è nɑ̄ cámkò zá <--> Il a louer un appartement dans mon quartier,0,,non,non,0,,feefee-français
ncāmsī,cāmsī,n,,fe,simple,2,nfēnsī,Verbe,1,supporter,0,,1,ngɑ̌ kòncāmsī ndɑ̌ <--> Je supporte seulement,0,,non,non,1,présent-ind : kòcāmsī,feefee-français
mcà'sì,cà'sì,m,,fe,simple,2,mbūānì,Nom,1,"joie, allégrèsse",0,,1,cà'sì lōh nɑ̄ sīā <--> La joie est plein sur mon visage,0,,non,non,0,,feefee-français
ncát,cát,n,,fe,simple,1,,Verbe,1,casser,0,,1,mōō kòncát ká' <--> l'enfant a cassé l'assiette,0,,non,non,1,ind : kòncát,feefee-français
ncāt,cāt,n,,fe,simple,3,mbʉ̄ā'@@@nsēē,Verbe,1,casser,0,,1,à ncāt ntū' <--> il a cassé le verre,0,,non,non,0,,feefee-français
ncàt,càt,n,,fe,simple,2,ncàtlɑ̀,Nom,1,"pou, puce",0,,1,ncàt tū mōō <--> Il y a le pou dans la tête de l'enfant,0,,non,non,0,,feefee-français
ncàtlɑ̀,càtlɑ̀,n,,fe,simple,1,,Nom,1,puce,0,,1,ncàtlɑ̀ yə́ə́ ntām mvʉ̄ɑ̄ <--> Le chien beaucoup de puce,0,,non,non,0,,feefee-français
ncátmbèè,cátmbèè,n,,fe,simple,2,ncátmbàk,Nom,1,babouche,0,,1,ngɑ̌ ngén ntéé nɑ̄ njwēn ncátmbèè <--> Je suis allé au marché pour acheter les babouche,0,,non,non,0,,feefee-français
ncát mbèè,cát mbèè,n,,fe,simple,2,ncātlɑ̀,Nom,1,chausson,0,,1,ngèn nsōh ncát mbèè wǎ' <--> Va vite porter tes chaussons,0,,non,non,0,,feefee-français
cʉ̀càk,cʉ̀càk,,,fe,simple,2,nìnì,Nom,1,ombre,0,,1,cʉ̀̀càk zā nzí ā <--> Mon ombre me suit,0,,non,non,0,,feefee-français
ncɛ́,cɛ́,n,,fe,simple,3,nshwíí@@@ngé',Verbe,1,gémir,0,,1,ǎ mʉ̀ncɛ́ pə̌'zīī <--> elle gémit de plaisir,0,,non,non,1,présent de l'indicatif : mʉ̀ncɛ́,feefee-français
cə̀',cə̀',,,fe,simple,1,,Nom,1,légende,0,,1,Aurélien mɑ̄ cə̀' ndíndéé <--> Aurélien est une légende vivante,0,,non,non,0,,feefee-français
ncə̄ə̄,cə̄ə̄,n,,fe,simple,1,,Verbe,1,s'apitoyer,0,,1,ǒ sì ncə̄ə̄ nɑ̄ zīī zó <--> Ne t'apitoie pas sur ton sort,0,,non,non,1,present-ind : ncə̄ə̄,feefee-français
ncə̀ə̀tōh,cə̀ə̀tōh,n,,fe,simple,2,ŋwɑ̀'nì,Nom,1,bulletin,0,,1,pɑ̌h mbɑ́' ncə̀ə̀tōh nɑ̄ zʉ̌'ŋwɑ̀'nì <--> On aremit les bulletin à l'école,0,,non,non,0,,feefee-français
ncēh,cēh,n,,fe,simple,1,,Verbe,1,appeler,0,,1,ngà'ŋwɑ̀'nì kòncēh nsìèsì <--> l'élève lit le livre,0,,non,non,1,ind : kòncēh,feefee-français
ncēn làt,cēn làt,n,,fe,simple,1,,Nom,1,bananier,0,,1,mbɑ̄' ìnghèn kò njɑ̄ɑ̄sīē ncēn làt <--> Mon père ira au champ planter le bananier,0,,non,non,0,,feefee-français
cə́nzèn,cə́nzèn,,,fe,simple,2,pə̌'ntʉ́,Adjectif,1,miséricordieux,0,,1,nshʉ̀ɑ̀pʉ̀ mɑ̄ cə́nzèn <--> Dieu est miséricordieux,0,,non,non,0,,feefee-français
cícāt,cícāt,,,fe,simple,1,,Nom,1,devinette,0,,1,cícāt lɑ̄ mɑ́ kɑ̄? <--> La devienette là c'est quoi?,0,,non,non,0,,feefee-français
cīcō'ò,cīcō'ò,,,fe,simple,1,,Locution,1,síl te plaît,0,,1,cīcō'ò ncīī mōō lɑ́ <--> s'il te plaît nourrit l'enfant là,0,,non,non,0,,feefee-français
ncɑ́ɑ́nshù,cɑ́ɑ́nshù,n,,fe,simple,2,ndōknshù,Verbe,1,"insulter, injurier",0,,1,ǎ kòndōknshù pʉ̀nòk <--> Elle insute les gens,0,,non,non,1,préset-ind : kòndōknshù,feefee-français
ncō',cō',n,,,simple,1,,Verbe,1,ouvrir,0,,1,ncō' nzhìndʉ̄ɑ̄ <--> ouvre la porte,0,,non,non,1,present : ncō',feefee-français
cɔ̀,cɔ̀,,,fe,simple,1,,Nom,1,gauche,0,,1,ǎ nŋwɑ́' pí cɔ̀ pō <--> Il écrit avec la main gauche,0,,non,non,0,,feefee-français
ncɔ̄,cɔ̄,n,,fe,simple,1,,Verbe,1,pendre,0,,1,à cɔ̄ mvʉ̄ɑ̄ zī <--> Elle a pendu son chien,0,,non,non,1,passé-composé : cɔ̄,feefee-français
ncōh,cōh,n,,fe,simple,1,,Verbe,1,être en retard,0,,1,pɑ̀h ìncōh sùkú zé'è <--> Nous serons en retard à l'école aujurd'hui.,0,,non,non,1,futur : ìncōh,feefee-français
ncō'mfɑ̀',cō'mfɑ̀',n,,fe,simple,3,ncō'nkhù@@@ndíí wèn,Verbe,1,"gratifier, récompenser",0,,1,"ngɑ̌ jɔ́nshì tɑ̀ nzhì à shīē, sə̌wèn lɑ̀ncō'mfɑ̀' ā <--> J'ai chanté au point où ma voix s'est enrouée, mais personne ne m'a gratifié",0,,non,non,1,passé : cō'mfɑ̀',feefee-français
ncōmsī,cōmsī,n,,fe,simple,1,,Verbe,1,"se rappeller, se souvenir",0,,1,Ǹ sì cōmsi mɑ̄ nēhē <--> Je ne me souviens de rien,0,,non,non,1,passé : cōmsi,feefee-français
ncōp,cōp,n,,fe,simple,2,mfāh,Verbe,1,changer,0,,1,ncōp nshì nɑ̄ kùkúlù <--> Change l'eau dans la boullie,0,,non,non,1,impératif : ncōp,feefee-français
ncwàákhù,cwàákhù,n,,fe,simple,1,,Nom,1,souris,0,,1,ncwàákhù nkhúɑ́ <--> La souris a fuit,0,,non,non,0,,feefee-français
ncwāh,cwāh,n,,fe,simple,1,,Verbe,1,éssuyer,0,,1,ncwāh nshù mōō bāā <--> éssui la bouche de l'enfant là.,0,,non,non,1,imp : ncwāh,feefee-français
ncwàt,cwàt,n,,fe,simple,1,,Nom,1,pomme d'adam,0,,1, <--> ,0,,non,non,0,,feefee-français
ábɔ́,ábɔ́,,,,simple,1,,Préposition,1,Chez,0,,1,kírí mɛ̀ɛ̀ kə̀ ábɔ́ ètúndì <--> Demain j'irai chez Etoundi.,0,,non,non,0,,Eton-français
àná,àná,,,et,simple,1,,Adverbe,1,Aujourd'hui,0,,1,àná ú nə́ sɔ́nɔ́ ítán <--> Aujourd'hui c'est Mardi.,0,,non,non,0,,Eton-français
bá,bá,,,,simple,1,,Verbe,1,Se marier,0,,1,ndóm yámà yɛ̀ɛ̀ bá ú mmú ú tə́ zù <--> Mon frère se mariera l'année prochaine.,0,,non,non,0,,Eton-français
bàgì,bàgì,,,et,simple,1,,Verbe,1,Provoquer,0,,1,kúáy í tə́ bàgì má <--> Le singe me provoque,0,,non,non,0,,Eton-français
bámnà,bámnà,,,et,simple,1,,Verbe,1,Mélanger,0,,1,má bámnə̀ bícìdgà á mbə́ <--> Mélanges les condiments dans la marmite.,0,,non,non,0,,Eton-français
bɔ̀àp,bɔ̀àp,,,et,simple,1,,Verbe,1,Battre,0,,1,à mámā bɔ̀àp <--> Elle m'a copieusement battu.,0,,non,non,0,,Eton-français
bœ̀glə̀,bœ̀glə̀,,,,simple,1,,Verbe,1,Porter,0,,1,àdà à kə́ bœ̀glə̀ mə́bàŋà á ápúb <--> Ada est allé porter le macabo au champ.,0,,non,non,0,,Eton-français
àbœ́p,bœ́p,à,,et,simple,1,,Nom,1,Laideur,0,,1,í mód nyɔ̀ɔ́ à nə̀ àbœ́p ńnœ́mnœ̀ <--> Cet homme est d'une laideur extrême.,0,,non,non,0,,Eton-français
bógbó,bóg,,bó,et,simple,1,,Verbe,1,s'assoir,0,,1,bə́ tə̄ jə̀ bógbó <--> Ils veulent s'assoir.,0,,non,non,0,,Eton-français
bvúrbá,bvúr,,bá,et,simple,1,,Verbe,2,Se couvrir@@@Se ccourber,0,,1,bvúrbá ɛ̀ɛ̀ mpìŋá <--> Couvre toi avec la couette.,0,,non,non,0,,Eton-français
cɑ́g,cɑ́g,,,,simple,1,,Verbe,1,piler,0,,1,àbómò à tə́ cág kpœ́m <--> Abomo pile les feuilles de manioc.,0,,non,non,0,,Eton-français
cíg,cíg,,,,simple,1,,Verbe,2,couper@@@trancher,0,,1,́ŋkúŋkúmá á cíg ɛ́vɔ́ <--> Le chef a tranché l'affaire.,0,,non,non,0,,Eton-français
dá,dá,,,,simple,1,,Verbe,1,Perdre,0,,1,à má mā dá mɔ́nī <--> Elle a perdu mon argent.,0,,non,non,0,,Eton-français
dálá,dál,,á,et,simple,1,,Verbe,1,habiller,0,,1,zə̀ dál ìjə́ <--> Viens t'habiller/ mettre le vêtement.,0,,non,non,0,,Eton-français
ìdídígá,dígá,ìdí,,,simple,1,,Nom,1,brûlé,0,,1,mbə̌ ì nə̀ ìdídígá <--> La marmite est brûlée.,0,,non,non,0,,Eton-français
